"8bitoperator JVE";24;False;False;1;0;1;1
32;260;138;9;32;8;0
33;202;138;7;32;14;2
34;110;138;9;32;14;0
35;146;2;13;32;18;0
36;128;104;11;32;16;0
37;128;2;13;32;18;0
38;92;2;13;32;18;0
39;272;138;3;32;8;0
40;178;138;7;32;12;0
41;166;138;7;32;12;0
42;0;2;15;32;20;0
43;112;104;11;32;16;0
44;252;138;3;32;8;0
45;95;104;12;32;17;0
46;244;138;4;32;9;0
47;64;104;11;32;16;0
48;48;104;11;32;16;0
49;32;104;11;32;16;0
50;80;138;11;32;16;0
51;144;104;11;32;16;0
52;224;70;11;32;16;0
53;240;70;11;32;16;0
54;256;70;11;32;16;0
55;272;70;11;32;16;0
56;0;104;11;32;16;0
57;208;70;11;32;16;0
58;0;172;3;32;8;0
59;236;138;4;32;9;0
60;138;138;9;32;14;0
61;80;104;11;32;16;0
62;152;138;9;32;14;0
63;160;104;11;32;16;0
64;176;104;11;32;16;0
65;192;104;11;32;16;0
66;208;104;11;32;16;0
67;224;104;11;32;16;0
68;240;104;11;32;16;0
69;256;104;11;32;16;0
70;272;104;11;32;16;0
71;0;138;11;32;16;0
72;16;138;11;32;16;0
73;32;138;11;32;16;0
74;48;138;11;32;16;0
75;64;138;11;32;16;0
76;16;104;11;32;16;0
77;110;2;13;32;18;0
78;128;70;11;32;16;0
79;192;70;11;32;16;0
80;128;36;11;32;16;0
81;112;36;11;32;16;0
82;96;36;11;32;16;0
83;80;36;11;32;16;0
84;64;36;11;32;16;0
85;48;36;11;32;16;0
86;32;36;11;32;16;0
87;38;2;13;32;18;0
88;0;36;11;32;16;0
89;260;2;11;32;16;0
90;244;2;11;32;16;0
91;214;138;7;32;12;0
92;228;2;11;32;16;0
93;190;138;7;32;12;0
94;212;2;11;32;16;0
95;294;138;7;32;12;0
96;226;138;5;32;10;0
97;196;2;11;32;16;0
98;180;2;11;32;16;0
99;164;2;11;32;16;0
100;144;36;11;32;16;0
101;176;36;11;32;16;0
102;160;70;11;32;16;0
103;192;36;11;32;16;0
104;144;70;11;32;16;0
105;176;70;11;32;16;0
106;112;70;11;32;16;0
107;96;70;11;32;16;0
108;80;70;11;32;16;0
109;56;2;13;32;18;0
110;48;70;11;32;16;0
111;32;70;11;32;16;0
112;16;70;11;32;16;0
113;0;70;11;32;16;0
114;272;36;11;32;16;0
115;256;36;11;32;16;0
116;240;36;11;32;16;0
117;224;36;11;32;16;0
118;208;36;11;32;16;0
119;74;2;13;32;18;0
120;160;36;11;32;16;0
121;64;70;11;32;16;0
122;16;36;11;32;16;0
123;96;138;9;32;14;0
124;280;138;3;32;8;0
125;124;138;9;32;14;0
126;20;2;13;32;18;0
1025;8;173;11;32;16;0
1040;24;173;11;32;16;0
1041;40;173;11;32;16;0
1042;56;173;11;32;16;0
1043;72;173;11;32;16;0
1044;88;173;15;32;20;0
1045;108;173;11;32;16;0
1046;124;173;19;32;24;0
1047;148;173;11;32;16;0
1048;164;173;11;32;16;0
1049;180;173;11;32;16;0
1050;196;173;11;32;16;0
1051;212;173;13;32;18;0
1052;230;173;13;32;18;0
1053;246;173;11;32;16;0
1054;262;173;11;32;16;0
1055;278;173;11;32;16;0
1056;294;173;11;32;16;0
1057;310;173;11;32;16;0
1058;326;173;11;32;16;0
1059;0;205;11;32;16;0
1060;16;205;19;32;24;0
1061;40;205;11;32;16;0
1062;56;205;13;32;18;0
1063;76;205;11;32;16;0
1064;94;205;19;32;24;0
1065;118;205;21;32;26;0
1066;144;205;15;32;20;0
1067;164;205;17;32;22;0
1068;186;205;11;32;16;0
1069;202;205;11;32;16;0
1070;218;205;17;32;22;0
1071;240;205;11;32;16;0
1072;256;205;11;32;16;0
1073;272;205;11;32;16;0
1074;288;205;11;32;16;0
1075;304;205;11;32;14;0
1076;318;205;15;32;20;0
1077;0;237;11;32;16;0
1078;16;237;19;32;24;0
1079;40;237;11;32;16;0
1080;56;237;11;32;16;0
1081;72;237;11;32;16;0
1082;88;237;11;32;16;0
1083;104;237;13;32;18;0
1084;124;237;13;32;18;0
1085;144;237;11;32;16;0
1086;160;237;11;32;16;0
1087;176;237;11;32;16;0
1088;192;237;11;32;16;0
1089;208;237;11;32;16;0
1090;224;237;11;32;16;0
1091;240;237;11;32;16;0
1092;256;237;19;32;24;0
1093;280;237;11;32;16;0
1094;296;237;13;32;18;0
1095;314;237;11;32;16;0
1096;0;269;19;32;24;0
1097;24;269;21;32;26;0
1098;50;269;13;32;18;0
1099;68;269;17;32;22;0
1100;90;269;11;32;16;0
1101;106;269;11;32;16;0
1102;122;269;17;32;22;0
1103;144;269;11;32;16;0
1105;160;269;11;32;16;0
1122;175;269;14;32;19;0
1123;194;269;13;32;18;0
10084;210;269;15;31;20;0
