"8bitoperator JVE";12;False;False;1;0;1;1
32;94;91;3;16;8;0
33;77;91;4;16;8;1
34;25;91;5;16;8;0
35;75;1;7;16;8;0
36;10;73;6;16;8;0
37;66;1;7;16;8;0
38;48;1;7;16;8;0
39;111;91;2;16;8;0
40;59;91;4;16;8;0
41;53;91;4;16;8;0
42;2;1;8;16;9;0
43;2;73;6;16;8;0
44;107;91;2;16;8;0
45;114;55;6;16;8;0
46;103;91;2;16;8;0
47;98;55;6;16;8;0
48;90;55;6;16;8;0
49;82;55;6;16;8;0
50;10;91;6;16;8;0
51;18;73;6;16;8;0
52;34;55;6;16;8;0
53;42;55;6;16;8;0
54;50;55;6;16;8;0
55;58;55;6;16;8;0
56;66;55;6;16;8;0
57;26;55;6;16;8;0
58;119;91;2;16;8;0
59;99;91;2;16;8;0
60;39;91;5;16;8;0
61;106;55;6;16;8;0
62;46;91;5;16;8;0
63;26;73;6;16;8;0
64;34;73;6;16;8;0
65;42;73;6;16;8;0
66;50;73;6;16;8;0
67;58;73;6;16;8;0
68;66;73;6;16;8;0
69;74;73;6;16;8;0
70;82;73;6;16;8;0
71;90;73;6;16;8;0
72;98;73;6;16;8;0
73;106;73;6;16;8;0
74;114;73;6;16;8;0
75;2;91;6;16;8;0
76;74;55;6;16;8;0
77;57;1;7;16;8;0
78;106;37;6;16;8;0
79;18;55;6;16;8;0
80;82;19;6;16;8;0
81;74;19;6;16;8;0
82;66;19;6;16;8;0
83;58;19;6;16;8;0
84;50;19;6;16;8;0
85;42;19;6;16;8;0
86;34;19;6;16;8;0
87;21;1;7;16;8;0
88;18;19;6;16;8;0
89;10;19;6;16;8;0
90;2;19;6;16;8;0
91;83;91;4;16;8;0
92;116;1;6;16;8;0
93;71;91;4;16;8;0
94;108;1;6;16;8;0
95;65;91;4;16;8;0
96;89;91;3;16;8;0
97;100;1;6;16;8;0
98;92;1;6;16;8;0
99;84;1;6;16;8;0
100;90;19;6;16;8;0
101;106;19;6;16;8;0
102;2;55;6;16;8;0
103;114;19;6;16;8;0
104;114;37;6;16;8;0
105;10;55;6;16;8;0
106;98;37;6;16;8;0
107;90;37;6;16;8;0
108;82;37;6;16;8;0
109;30;1;7;16;8;0
110;66;37;6;16;8;0
111;58;37;6;16;8;0
112;50;37;6;16;8;0
113;42;37;6;16;8;0
114;34;37;6;16;8;0
115;26;37;6;16;8;0
116;18;37;6;16;8;0
117;10;37;6;16;8;0
118;2;37;6;16;8;0
119;39;1;7;16;8;0
120;98;19;6;16;8;0
121;74;37;6;16;8;0
122;26;19;6;16;8;0
123;18;91;5;16;8;0
124;115;91;2;16;8;0
125;32;91;5;16;8;0
126;12;1;7;16;8;0
1025;2;109;6;16;8;0
1040;10;109;6;16;8;0
1041;18;109;6;16;8;0
1042;26;109;6;16;8;0
1043;34;109;6;16;8;0
1044;42;109;8;16;9;0
1045;52;109;6;16;8;0
1046;60;109;10;16;11;0
1047;72;109;6;16;8;0
1048;80;109;6;16;8;0
1049;88;109;6;16;8;0
1050;96;109;6;16;8;0
1051;104;109;7;16;8;0
1052;113;109;7;16;8;0
1053;121;109;6;16;8;0
1054;129;109;6;16;8;0
1055;137;109;6;16;8;0
1056;145;109;6;16;8;0
1057;153;109;6;16;8;0
1058;161;109;6;16;8;0
1059;2;125;6;16;8;0
1060;10;125;10;16;11;0
1061;22;125;6;16;8;0
1062;30;125;7;16;8;0
1063;40;125;6;16;8;0
1064;49;125;10;16;11;0
1065;61;125;11;16;12;0
1066;73;125;8;16;9;0
1067;83;125;9;16;10;0
1068;94;125;6;16;8;0
1069;102;125;6;16;8;0
1070;110;125;9;16;10;0
1071;121;125;6;16;8;0
1072;129;125;6;16;8;0
1073;137;125;6;16;8;0
1074;145;125;6;16;8;0
1075;153;125;6;16;8;0
1076;160;125;8;16;9;0
1077;2;141;6;16;8;0
1078;10;141;10;16;11;0
1079;22;141;6;16;8;0
1080;30;141;6;16;8;0
1081;38;141;6;16;8;0
1082;46;141;6;16;8;0
1083;54;141;7;16;8;0
1084;64;141;7;16;8;0
1085;74;141;6;16;8;0
1086;82;141;6;16;8;0
1087;90;141;6;16;8;0
1088;98;141;6;16;8;0
1089;106;141;6;16;8;0
1090;114;141;6;16;8;0
1091;122;141;6;16;8;0
1092;130;141;10;16;11;0
1093;142;141;6;16;8;0
1094;150;141;7;16;8;0
1095;159;141;6;16;8;0
1096;2;157;10;16;11;0
1097;14;157;11;16;12;0
1098;27;157;7;16;8;0
1099;35;157;9;16;10;0
1100;46;157;6;16;8;0
1101;54;157;6;16;8;0
1102;62;157;9;16;10;0
1103;73;157;6;16;8;0
1105;81;157;6;16;8;0
1122;89;157;7;16;8;0
1123;98;157;7;16;8;0
